count,date,title,description,org_link,link
1,2024-02-13 16:24:00,"라이즈, 2월 2주차 <b>신인</b> 아이돌 <b>그룹</b> 트렌드지수 순위 1위...뉴진스·르세라핌...","2024년 2월 2주차 <b>신인</b> 아이돌 <b>그룹</b>에 대한 랭키파이 분석 결과 라이즈가 트렌드지수 15,532포인트로 전주보다 2,967포인트 하락했음에도 1위에 올랐다. 랭키파이 <b>신인</b> 아이돌 <b>그룹</b> 트렌드 지수는 2024년 2월 1주차... ",https://www.cwn.kr/news/articleView.html?idxno=26370,https://www.cwn.kr/news/articleView.html?idxno=26370
2,2024-02-13 16:00:00,"노매드, 자유분방하고 힙한 매력의 콘셉트 포토 공개","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 자유분방하고 힙한 개성으로 시선을 사로잡았다. 노매드(도의, 상하, 원, 리버, 준호)는 12일과 13일 자정 공식 SNS 채널을 통해 1, 2차 콘셉트 포토를 차례로 공개했다. 먼저 공개된 1차... ",http://www.thepowernews.co.kr/news/articleView.html?idxno=132752,http://www.thepowernews.co.kr/news/articleView.html?idxno=132752
3,2024-02-13 15:56:00,"노매드, 데뷔 콘셉트 사진 공개…자유분방 분위기","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 자유분방하고 힙한 개성으로 시선을 사로잡았다. 노매드(도의, 상하, 원, 리버, 준호)는 12일과 13일 공식 채널을 통해 1, 2차 콘셉트 포토를 차례대로 공개했다. 먼저 공개된 1차 콘셉트... ",https://www.news1.kr/articles/5319299,https://n.news.naver.com/mnews/article/421/0007348731?sid=106
4,2024-02-13 14:41:00,남자 아이돌 노래 안 듣는다? 이 노래는 다릅니다,"짧은 숏폼 콘텐츠의 강세라는 시대적 흐름에, 이들 <b>신인 그룹</b>들은 자연스럽게 쉽게 따라 할 수 있고 부담 없는 동작으로 새롭게 호응을 이끌어내고 있다. 남자 아이돌이라면 응당 갖췄던 요소들, 족쇄처럼 따라붙었던... ",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003001683&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://n.news.naver.com/mnews/article/047/0002422027?sid=106
5,2024-02-13 14:28:00,"'BTS 없는 K팝, 위기인가 기회인가' 가요기획사 10곳이 답했다 [ST창간기획-가...","국내에서는 방탄소년단보다 앨범을 더 많이 판매한 세븐틴을 비롯해 4세대 걸<b>그룹</b>·보이<b>그룹</b>, 5세대 <b>신인그룹</b>들이 자리를 메꾸겠지만, 글로벌 음악시장에서는 방탄소년단의 공백이 느껴질 수 밖에 없을 것&quot;이라고 현... ",http://www.stoo.com/article.php?aid=91208956426,http://www.stoo.com/article.php?aid=91208956426
6,2024-02-13 11:38:00,"<b>신인</b> 보이<b>그룹</b> 노매드, '자유분방+힙' 콘셉트 포토 공개","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 자유분방하고 힙한 개성으로 시선을 사로잡았다. 노매드(도의, 상하, 원, 리버, 준호)는 12일과 13일 자정 공식 SNS 채널을 통해 1, 2차 콘셉트 포토를 차례대로 공개했다. 먼저 공개된... ",https://www.starnewskorea.com/stview.php?no=2024021311371757471,https://n.news.naver.com/mnews/article/108/0003214504?sid=106
7,2024-02-13 11:38:00,"'차트 삼킨' 투어스, '첫만남은 계획보다 대박이라'",지난달 22일 데뷔한 <b>신인</b> 보이<b>그룹</b> 투어스(신유·도훈·영재·한진·지훈·경민)가 계획 이상의 성적표를 손에 들었다. 투어스는 '트웬티 포 세븐 위드 어스(TWENTY FOUR SEVEN WITH US)' 머리글자를 따 '언제나 우리와 함께'라는... ,https://news.jtbc.co.kr/article/article.aspx?news_id=NB12165071,https://n.news.naver.com/mnews/article/437/0000379400?sid=106
8,2024-02-13 11:33:00,"&quot;확실히 다른 매력&quot;…노매드, 감각적인 콘셉트 사진 '눈길'","데뷔를 앞둔 <b>신인</b> 보이<b>그룹</b> 노매드가 자유분방하고 힙한 개성으로 시선을 사로잡고 있다. 노매드(도의, 상하, 원, 리버, 준호)는 12일과 13일 공식 SNS 채널을 통해 1, 2차 콘셉트 사진을 잇달아 공개했다. 먼저 공개된 1차... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=658703,https://n.news.naver.com/mnews/article/477/0000473312?sid=106
9,2024-02-13 10:49:00,"‘데뷔’ 노매드, 자유분방하고 힙한 매력으로 똘똘 뭉쳤다","사진 | 노매드 엔터테인먼트 <b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 자유분방하고 힙한 개성으로 시선을 사로잡았다. 노매드(도의, 상하, 원, 리버, 준호)는 12일과 13일 자정 공식 SNS 채널을 통해 1, 2차 콘셉트 포토를... ",https://www.sportsseoul.com/news/read/1398526?ref=naver,https://n.news.naver.com/mnews/article/468/0001029895?sid=106
10,2024-02-13 10:32:00,"TWS, 첫 자체 예능 활약…&quot;웃수저 자질, 대방출&quot;",<b>신인 그룹</b> '투어스'(TWS)가 첫 자체 예능에서 남다른 활약을 펼쳤다. 투어스는 지난 8일과 12일 공식 SNS 채널에 스페셜 자체 콘텐츠 예능 '엎어지면 코 닿을 사이' 2편을 게재했다. '웃수저' 자질로 글로벌 팬들의 마음을... ,http://www.dispatch.co.kr/2281254,https://n.news.naver.com/mnews/article/433/0000101451?sid=106
11,2024-02-13 10:20:00,"노매드, 자유분방하고 힙한 매력의 콘셉트 포토 공개","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 자유분방하고 힙한 개성으로 시선을 사로잡았다. 노매드(도의, 상하, 원, 리버, 준호)는 12일과 13일 자정 공식 SNS 채널을 통해 1, 2차 콘셉트 포토를 차례대로 공개했다. 먼저 공개된... ",http://www.koreastocknews.com/news/articleView.html?idxno=96612,http://www.koreastocknews.com/news/articleView.html?idxno=96612
12,2024-02-13 09:21:00,"노매드, 자유분방의 극치…콘셉트 포토 공개","<b>신인</b> 보이<b>그룹</b> 노매드가 자유분방하고 힙한 개성으로 시선을 사로잡았다. 노매드는 12일과 13일 자정 공식 SNS 채널을 통해 1, 2차 콘셉트 포토를 차례대로 공개했다. 1차 콘셉트 포토에서 노매드 멤버들은 팀명과 첫 EP... ",https://isplus.com/article/view/isp202402130019,https://n.news.naver.com/mnews/article/241/0003329471?sid=106
13,2024-02-13 09:18:00,"노매드, 자유분방+힙한 매력 콘셉트 포토 눈길","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 자유분방하고 힙한 개성으로 시선을 사로잡았다. 노매드는 지난 12일과 13일 자정 공식 SNS 채널을 통해 1, 2차 콘셉트 포토를 차례대로 공개했다. 먼저 공개된 1차 콘셉트 포토에서... ",https://www.raonnews.com/news/article.html?no=33696,https://www.raonnews.com/news/article.html?no=33696
14,2024-02-13 08:36:00,"'5인조 보이<b>그룹</b>' 노매드, 데뷔 EP 'NOMAD' 콘셉트 포토 공개","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 자유분방하고 힙한 개성을 뽐냈다. 노매드(도의, 상하, 원, 리버, 준호)는 12일과 13일 1, 2차 콘셉트 포토를 차례대로 공개했다. 먼저 공개된 1차 콘셉트 포토에서 노매드 멤버들은... ",https://www.slist.kr/news/articleView.html?idxno=525385,https://www.slist.kr/news/articleView.html?idxno=525385
15,2024-02-13 08:27:00,"노매드 힙하다, 콘셉트 포토 공개","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 자유분방하고 힙한 개성으로 시선을 사로잡았다. 노매드(도의, 상하, 원, 리버, 준호)는 12일과 13일 자정 공식 SNS 채널을 통해 1, 2차 콘셉트 포토를 차례대로 공개했다. 먼저 공개된... ",http://sports.khan.co.kr/news/sk_index.html?art_id=202402130826013&sec_id=540301&pt=nv,https://n.news.naver.com/mnews/article/144/0000943034?sid=106
16,2024-02-13 06:02:00,2월 컴백 주자 누구? 아이유·르세라핌·차은우·태용이 온다,미니 1집 타이틀곡 '여섯 번째 여름'이 국내 음원 사이트 멜론에서 2023년 데뷔한 <b>신인 그룹</b> 노래 중 그해에 가장 많이 재생되는 등 큰 사랑을 받은 바 있다. 또한 이 앨범은 발매 첫 주 판매량 20만 장을... ,https://www.nocutnews.co.kr/news/6093846,https://n.news.naver.com/mnews/article/079/0003862744?sid=106
17,2024-02-12 15:12:00,"'제2의 브레이브걸스' 캔디샵, 베일 벗은 4人 멤버",브레이브 <b>신인</b> 걸<b>그룹</b> 캔디샵(Candy Shop)이 완전체 퍼포먼스 영상을 공개했다. 브레이브 엔터테인먼트는 12일 정오 캔디샵 공식 유튜브 채널 및 SNS를 통해 'Candy Shop (캔디샵) - Dance Performance #1' 영상을 게재하고... ,https://www.starnewskorea.com/stview.php?no=2024021215022242155,https://n.news.naver.com/mnews/article/108/0003214378?sid=106
18,2024-02-12 11:51:00,"JYP도 인정한 올아워즈, 박진영·스키즈와 한 무대 설 그날까지 [입덕가이드①...","<b>신인 그룹</b> 올아워즈는 '매 순간, 우리가 가진 모든 것을 모여주겠다'는 각오로 야심차게 가요계에 출사표를 던졌습니다. JYP엔터테인먼트의 수장 박진영의 열렬한 응원 속에 화려하게 데뷔한 올아워즈는 실력파임을... ",https://www.xportsnews.com/article/1822816,https://n.news.naver.com/mnews/article/311/0001690692?sid=106
19,2024-02-12 10:52:00,"노매드, 멤버별 무드 이미지 공개…'빛나는 청춘의 순간'","여론과뉴스 김수경 기자 <b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 아련하고 신비로운 매력을 드러냈다. 노매드(도의, 상하, 원, 리버, 준호)는 10일과 11일 자정 공식 SNS 채널을 통해 멤버별 무드 이미지를 공개했다. 공개된... ",https://www.factin.co.kr/article/view/fin202402120007,https://www.factin.co.kr/article/view/fin202402120007
20,2024-02-12 09:43:00,"베몬, 15일 'Stuck In The Middle' 라이브 스테이지 공개",<b>신인</b> 걸 <b>그룹</b> 베이비몬스터가 오는 15일 신곡 'Stuck In The Middle' 라이브 스테이지를 공개한다. 소속사 YG엔터테인먼트는 12일 공식 블로그에 이를 예고하는 티저 포스터를 게재했다. 별이 수놓인 밤하늘 속 보랏빛... ,https://www.starnewskorea.com/stview.php?no=2024021209350767063,https://n.news.naver.com/mnews/article/108/0003214352?sid=106
21,2024-02-12 08:58:00,"[★신곡소식] 싸이커스, 3월 미니3집 발매…버나드박x안예슬·경서예지, 리메...","싸이커스, 버나드박x안예슬, 경서예지가 신곡을 발매한다.▲싸이커스, 3월 신보 발매<b>신인그룹</b> 싸이커스는 오는 3월 8일 미니 3집 '하우스 오브 트리키 : 트라이얼 앤 에러'(HOUSE OF TRICKY : Trial And Error)로 컴백한다.... ",https://www.asiatoday.co.kr/view.php?key=20240212010004967,https://www.asiatoday.co.kr/view.php?key=20240212010004967
22,2024-02-12 07:30:00,'이지 리스닝' 통했나…대중과 접점 늘리는 보이<b>그룹</b>,12일 가요계에 따르면 지난달 공개된 SM <b>신인 그룹</b> 라이즈(RIIZE)의 싱글 '러브 119'(Love 119)는 최근 멜론 주간 차트(1월 29일~2월 4일) 6위에 올랐다. 공개 첫 주 22위로 진입해 상승세를 이어가더니 3주 차에 아이브의 '배디... ,https://www.yna.co.kr/view/AKR20240207165300005?input=1195m,https://n.news.naver.com/mnews/article/001/0014500297?sid=106
23,2024-02-12 07:01:00,'NGO부터 걸<b>그룹</b>까지'…재벌 3세 행보는 각양각색,"테디가 올 상반기 중 <b>신인</b> 아이돌 <b>그룹</b> 론칭을 준비 중인만큼, 서윤씨가 걸<b>그룹</b>으로 데뷔하는 것 아니냐는 추측이 이어졌다. 더블랙레이블은 서윤씨의 데뷔 여부에 대해 별다른 입장을 전하지 않았다. 2002년생인... ",https://www.bloter.net/news/articleView.html?idxno=612051,https://n.news.naver.com/mnews/article/293/0000051572?sid=101
24,2024-02-12 00:54:00,"데뷔곡=청량 공식 생기나?…플레디스 <b>신인</b> 투어스, '첫 만남은 계획대로 되지...",플레디스 <b>신인 그룹</b> 투어스(TWS) 데뷔곡 음원 순위에 이목이 쏠린다. 11일 오후 10시 투어스 데뷔곡 '첫 만남은 계획대로 되지 않아'는 멜론 TOP 100 차트 5위에 올랐다. 현재 멜론 TOP 100 중 10위 안에 든 남자 아이돌... ,http://www.topstarnews.net/news/articleView.html?idxno=15455521,http://www.topstarnews.net/news/articleView.html?idxno=15455521
25,2024-02-11 23:30:00,"노매드, 무드 이미지 공개…'가슴 뛰게 만드는 비주얼'","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 아련하고 신비로운 매력을 드러냈다. 노매드(도의, 상하, 원, 리버, 준호)는 10일과 11일 자정 공식 SNS 채널을 통해 멤버별 무드 이미지를 공개했다. 공개된 이미지에서 노매드... ",https://www.raonnews.com/news/article.html?no=33657,https://www.raonnews.com/news/article.html?no=33657
26,2024-02-11 21:58:00,"티아이오티, 설 연휴 맞아 공개한 한복 화보…4인 4색 매력 발산","티아이오티는 지난해 8월 프리 데뷔한 <b>신인 그룹</b>으로, Mnet '보이즈 플래닛'에서 네 멤버 모두 높은 순위를 기록하면서 강한 인상을 남기고 프리 데뷔 타이틀곡으로 '백전무패'를 리메이크하며 친숙한 사운드 위에 펼쳐지는... ",https://www.raonnews.com/news/article.html?no=33654,https://www.raonnews.com/news/article.html?no=33654
27,2024-02-11 17:36:00,"노매드, 빛나는 청춘의 순간","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 아련하고 신비로운 매력을 드러냈다. 노매드(도의, 상하, 원, 리버, 준호)는 10일과 11일 자정 공식 SNS를 통해 멤버별 무드 이미지를 공개했다. 공개된 이미지에서 노매드 멤버들은... ",https://www.mediapen.com/news/view/896254,https://www.mediapen.com/news/view/896254
28,2024-02-11 16:16:00,"NCT WISH 료, 진지한 표정 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111615341510,https://n.news.naver.com/mnews/article/609/0000822407?sid=106
29,2024-02-11 16:15:00,"NCT WISH 리쿠, 진지함이 가득한 표정 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111614011510,https://n.news.naver.com/mnews/article/609/0000822406?sid=106
30,2024-02-11 16:13:00,"NCT WISH 재희, 입국장 훈훈함을 칭찬해~ [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111612421510,https://n.news.naver.com/mnews/article/609/0000822404?sid=106
31,2024-02-11 16:12:00,"싸이커스, 첫 유럽투어 성료 &quot;더 좋은 음악 들려드릴 것&quot;","KQ엔터테인먼트는 10일(현지 시각 기준) <b>신인그룹</b> 싸이커스가 첫 유럽투어 '트리키 하우스 : 퍼스트 인카운터 인 유럽'을 성공적으로 마무리했다고 밝혔다. 그들은 1월 28일 영국 런던을 시작으로, 30일 스페인... ",https://www.xportsnews.com/article/1822927,https://n.news.naver.com/mnews/article/311/0001690545?sid=106
32,2024-02-11 16:12:00,"NCT WISH 재희, 친근하게 다가오는 매력 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111611541510,https://n.news.naver.com/mnews/article/609/0000822403?sid=106
33,2024-02-11 16:11:00,"NCT WISH 시온, 대체불가한 입국장 매력~[포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111610551510,https://n.news.naver.com/mnews/article/609/0000822402?sid=106
34,2024-02-11 16:11:00,"NCT WISH 유우시X시온, 흡인력 강한 입국장 표정 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111609581510,https://n.news.naver.com/mnews/article/609/0000822401?sid=106
35,2024-02-11 16:10:00,"NCT WISH 시온, 설명 필요없는 비주얼 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111608511510,https://n.news.naver.com/mnews/article/609/0000822400?sid=106
36,2024-02-11 16:09:00,"NCT WISH 유우시, 잘생김이 돋보이는 표정 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111607551510,https://n.news.naver.com/mnews/article/609/0000822399?sid=106
37,2024-02-11 16:08:00,"NCT WISH 유우시, 입국장 꽃 미남 포스 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111606581510,https://n.news.naver.com/mnews/article/609/0000822398?sid=106
38,2024-02-11 16:06:00,"NCT WISH 사쿠야, 카리스마 표정 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111605191510,https://n.news.naver.com/mnews/article/609/0000822397?sid=106
39,2024-02-11 16:05:00,"NCT WISH 재희, 설명 필요없는 눈빛 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111604221510,https://n.news.naver.com/mnews/article/609/0000822395?sid=106
40,2024-02-11 16:04:00,"NCT WISH 리쿠, 훈훈한 입국장 비주얼 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111603291510,https://n.news.naver.com/mnews/article/609/0000822394?sid=106
41,2024-02-11 16:03:00,"NCT WISH 유우시X시온, 내추럴한 입국장 표정 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111602391510,https://n.news.naver.com/mnews/article/609/0000822393?sid=106
42,2024-02-11 16:02:00,"NCT WISH 유우시X시온, 설명 필요없는 눈빛 [포토엔HD]",2월11일 오후 SM <b>신인 그룹</b> NCT WISH가 일본 일정을 마치고 김포국제공항을 통해 입국 하고있다.,https://www.newsen.com/news_view.php?uid=202402111601391510,https://n.news.naver.com/mnews/article/609/0000822392?sid=106
43,2024-02-11 15:47:00,"싸이커스, 데뷔 <b>신인</b> 맞아?…7개국 월드투어 ‘대성공’",<b>신인그룹</b> 싸이커스(xikers)가 데뷔 첫 유럽 투어를 성공적으로 마무리했다. 10일(이하 현지시간) 싸이커스는 프랑스 파리에서 ‘‘트리키 하우스 : 퍼스트 인카운터’ 인 유럽(TRICKY HOUSE : FIRST ENCOUNTER IN EUROPE)’의... ,https://www.sportsworldi.com/newsView/20240211504929,https://n.news.naver.com/mnews/article/396/0000667274?sid=106
44,2024-02-11 15:00:00,휴대폰부터 개인 카드까지..송중기→카리나 플렉스 미담 [★FOCUS],"데뷔 전부터 '세븐틴 동생 <b>그룹</b>'이라고 불린 플레디스 엔터테인먼트 <b>신인</b> 보이 <b>그룹</b> 투어스(TWS)는 지난달 유튜브 채널 'MMTG(문명특급)'에서 세븐틴의 미담을 대방출했다. 이날 투어스(신유, 도훈, 영재, 한진, 지훈, 경민)는... ",https://www.starnewskorea.com/stview.php?no=2024020813381576220,https://n.news.naver.com/mnews/article/108/0003214243?sid=106
45,2024-02-11 13:24:00,"싸이커스, 유럽 7개국서 존재감 빛냈다...&quot;로디와 좋은 추억&quot;",<b>신인</b> 보이<b>그룹</b> 싸이커스가 데뷔 첫 유럽투어를 성공적으로 마무리했다. 10일(이하 현지시간) 싸이커스는 프랑스 파리에서 '트리키 하우스 : 퍼스트 인카운터 인 유럽'의 막을 내렸다. 앞서 싸이커스는 일본 도쿄와... ,https://www.slist.kr/news/articleView.html?idxno=525135,https://www.slist.kr/news/articleView.html?idxno=525135
46,2024-02-11 11:41:00,"'28일 데뷔' 노매드, 멤버별 무드 이미지 공개 &quot;빛나는 청춘의 순간&quot;",<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 아련하고 신비로운 매력을 드러냈다. 노매드의 소속사 노매드엔터테인먼트는 10일과 11일 자정 공식 SNS 채널을 통해 멤버별 무드 이미지를 공개했다. 공개된 이미지에서 노매드... ,https://www.sedaily.com/NewsView/2D5BHG9Q5X,https://n.news.naver.com/mnews/article/011/0004298311?sid=106
47,2024-02-11 10:34:00,"노매드, 데뷔 EP 무드 이미지 공개..레트로한데 세련미","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 아련하고 신비로운 매력을 드러냈다. 노매드(도의, 상하, 원, 리버, 준호)는 10일과 11일 자정 공식 SNS 채널을 통해 멤버별 무드 이미지를 공개했다. 공개된 이미지에서 노매드... ",http://www.osen.co.kr/article/G1112273680,https://n.news.naver.com/mnews/article/109/0005016140?sid=106
48,2024-02-11 10:16:00,"노매드, 무드 이미지 공개…'가슴 뛰게 만드는 비주얼'","<b>신인</b> 보이<b>그룹</b> 노매드(도의, 상하, 원, 리버, 준호)가 10~11일 자정 공식 SNS 채널을 통해 멤버별 무드 이미지를 공개했다. 멤버들은 소중히 간직해온 앨범 속 한 장면을 보는 듯한 신비롭고 아련한 분위기를... ",https://www.slist.kr/news/articleView.html?idxno=525125,https://www.slist.kr/news/articleView.html?idxno=525125
49,2024-02-11 04:51:00,"티아이오티(TIOT), 설 연휴 한복 인사[화보]","티아이오티는 지난해 8월 프리 데뷔한 <b>신인 그룹</b>으로, Mnet ‘보이즈 플래닛’에서 네 멤버 모두 높은 순위를 기록하면서 강한 인상을 남기고 프리 데뷔 타이틀곡으로 ‘백전무패’를 리메이크하며 친숙한 사운드위에... ",http://sports.khan.co.kr/news/sk_index.html?art_id=202402110449003&sec_id=540101&pt=nv,https://n.news.naver.com/mnews/article/144/0000942867?sid=106
50,2024-02-10 14:42:00,"티아이오티(TIOT), 설 한복 인사…4인 4색 매력 발산","티아이오티는 지난해 8월 프리 데뷔한 <b>신인 그룹</b>으로, Mnet '보이즈 플래닛'에서 네 멤버 모두 높은 순위를 기록하면서 강한 인상을 남기고 프리 데뷔 타이틀곡으로 '백전무패'를 리메이크하며 친숙한 사운드위에 펼쳐지는... ",http://enter.etoday.co.kr/news/view/254548,http://enter.etoday.co.kr/news/view/254548
51,2024-02-10 12:01:00,'칼군무' 내려놓고 봄바람처럼…보이<b>그룹</b>의 '청춘' 열풍 [SE★초점],"비주얼 콘셉트도 맑고 청량하며, 부드러운 이미지가 돋보인다. 투어스의 순항은 파워풀하고 긴장감 있는 칼군무를 내려놓았지만, 오히려 대중에게는 좋은 반응을 얻고 있는 <b>신인</b> 보이<b>그룹</b>의 흐름이 잘 드러나는 셈이다.",https://www.sedaily.com/NewsView/2D5B0R77YC,https://n.news.naver.com/mnews/article/011/0004298183?sid=106
52,2024-02-10 11:29:00,"티아이오티, 설 화보 공개 후 새해 인사 “행복한 설날 되세요”","티아이오티는 지난해 8월 프리 데뷔한 <b>신인 그룹</b>으로, Mnet ‘보이즈 플래닛’에서 네 멤버 모두 높은 순위를 기록하면서 강한 인상을 남기고 프리 데뷔 타이틀곡으로 ‘백전무패’를 리메이크하며 친숙한 사운드위에... ",https://www.mk.co.kr/article/10940361?refer=portal,https://n.news.naver.com/mnews/article/057/0001798560?sid=106
53,2024-02-10 09:23:00,‘아육대’ 없는 설 연휴..<b>신인</b>들 설 자리 없는 안방극장 [Oh!쎈 레터],그간 아이돌 멤버들의 부상과 편집 분량 논란 등이 제기되며 말도 많고 탈도 많았던 ‘아육대’였지만 <b>신인</b> 아이돌 <b>그룹</b>이 지상파 예능 프로그램에 얼굴을 내밀 수 있는 거의 유일한 창구가 사라졌다는 아쉬움도... ,http://www.osen.co.kr/article/G1112273131,https://n.news.naver.com/mnews/article/109/0005015718?sid=106
54,2024-02-10 09:01:00,"티아이오티, 설 맞아 한복 화보 공개…“행복한 설날 되세요”","티아이오티는 지난해 8월 프리 데뷔한 <b>신인 그룹</b>으로, Mnet ‘보이즈 플래닛’에서 네 멤버 모두 높은 순위를 기록하면서 강한 인상을 남기고 프리 데뷔 타이틀곡으로 ‘백전무패’를 리메이크하며 친숙한 사운드위에... ",https://www.sportsseoul.com/news/read/1398089?ref=naver,https://n.news.naver.com/mnews/article/468/0001029453?sid=106
55,2024-02-10 08:44:00,"세븐틴, '나나투어' 흥행→음원 꽃길…브랜드평판 1위",SM <b>신인</b> 보이<b>그룹</b> 라이즈는 2위에 등극했다. 이들은 지난 1월 대비 브랜드평판지수가 무려 22.01% 상승해 괄목할만한 성장을 보여줬다. 3위에는 더보이즈가 등판했다. 더보이즈는 최근 일본 요코하마... ,https://www.slist.kr/news/articleView.html?idxno=524971,https://www.slist.kr/news/articleView.html?idxno=524971
56,2024-02-10 08:42:00,"SM <b>신인그룹</b> 라이즈, 인기 심상치 않다! '보이<b>그룹</b> 브랜드평판'서 2위까지 상...","SM <b>신인</b> 보이<b>그룹</b> 라이즈의 상승세가 무섭다. 라이즈는 보이<b>그룹</b> 브랜드평판 2024년 2월 빅데이터 분석결과, 2위에 올랐다. 한국기업평판연구소는 2024년 1월 10일부터 2024년 2월 10일까지 측정한 보이<b>그룹</b>... ",http://sports.chosun.com/news/ntype.htm?id=202402100100068590009157&servicedate=20240210,https://n.news.naver.com/mnews/article/076/0004108773?sid=106
57,2024-02-10 08:32:00,"티아이오티(TIOT), 설연휴 한복 화보...4인4색 매력 발산","티아이오티는 지난해 8월 프리 데뷔한 <b>신인그룹</b>으로, Mnet '보이즈 플래닛'에서 네 멤버 모두 높은 순위를 기록하면서 강한 인상을 남기고 프리 데뷔 타이틀곡으로 '백전무패'를 리메이크하며 친숙한 사운드위에 펼쳐지는... ",https://www.slist.kr/news/articleView.html?idxno=524966,https://www.slist.kr/news/articleView.html?idxno=524966
58,2024-02-10 08:21:00,"티아이오티, 설날 맞아 4인 4색 한복 화보..&quot;행복한 설날 되세요&quot;","티아이오티는 지난해 8월 프리 데뷔한 <b>신인 그룹</b>으로, Mnet '보이즈 플래닛'에서 네 멤버 모두 높은 순위를 기록하면서 강한 인상을 남기고 프리 데뷔 타이틀곡으로 '백전무패'를 리메이크하며 친숙한 사운드위에 펼쳐지는... ",https://www.starnewskorea.com/stview.php?no=2024021008192884735,https://n.news.naver.com/mnews/article/108/0003214064?sid=106
59,2024-02-10 08:13:00,"티아이오티, 설 맞아 한복 화보 공개...&quot;행복한 설날 되세요&quot;","티아이오티는 지난해 8월 프리 데뷔한 <b>신인 그룹</b>으로, Mnet '보이즈 플래닛'에서 네 멤버 모두 높은 순위를 기록하면서 강한 인상을 남겼던 바다. 프리 데뷔 타이틀곡으로 '백전무패'를 리메이크하며 친숙한 사운드위에... ",http://www.osen.co.kr/article/G1112273225,https://n.news.naver.com/mnews/article/109/0005015684?sid=106
60,2024-02-10 07:03:00,"노매드, 첫 EP 'NOMAD' 수록곡 'Oasis' 트랙비디오 선공개","9일, 노매드 엔터테인먼트는 <b>신인</b> 보이<b>그룹</b> 노매드가 첫 EP 'NOMAD'의 수록곡 'Oasis'의 트랙비디오를 공식 유튜브 채널을 통해 선공개했다고 밝혔다. 'Oasis'는 팝 성향의 프로그레시브 하우스 장르로, 중독성... ",https://www.xportsnews.com/article/1822735,https://n.news.naver.com/mnews/article/311/0001690338?sid=106
